additional_rights_component_ids,alignment_mode,asset_ids,code_data_refs,concept_ids,content_hash_guard,design_questions,edition_id,id,locale,order,parent_id,prerequisite_concept_ids,provenance,recorded_at,required_parameters,resource_id,responsible_workflow,rights_component_id,schema_name,schema_version,source_book_label,source_bytes,source_content_sha256,source_environment,source_file_sha256,source_line,source_line_end,source_local_id,source_locale,source_path,source_target_relationship,starred,status,supersedes_id,target_block_alignment_overrides,target_content_sha256,target_environment,target_hash_guard,target_line,target_line_end,target_local_id,target_locale,target_only_blocks,target_path,title_source,title_target,topology_order_path,topology_path,translation_state,unit_type
,,,,"[""concept.maximum-flow"",""concept.minimum-cut"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.airline-max-flow,id-ID,9,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,,,,,,verified,,,,,,,,,,,,,Aliran maksimum jaringan transit maskapai,"[1,5,9]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.airline-max-flow""]",source_frozen,computational_lab
,,,,"[""concept.assignment-model"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.assignment-generic,id-ID,5,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,,,,,,verified,,,,,,,,,,,,,Penugasan orang ke tugas,"[1,5,5]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.assignment-generic""]",source_frozen,computational_lab
,,,,"[""concept.assignment-model"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.assignment-machine,id-ID,3,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,ex:machine-assignment,,,,,verified,,,,,,,,,,,,,Penugasan mesin,"[1,5,3]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.assignment-machine""]",source_frozen,computational_lab
,,,,"[""concept.assignment-model"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.assignment-school-bus,id-ID,4,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,,,,,,verified,,,,,,,,,,,,,Penugasan bus sekolah,"[1,5,4]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.assignment-school-bus""]",source_frozen,computational_lab
,,"[""asset.o018.ch04.license-code"",""asset.o018.ch04.verification-receipt""]","[""o018-open-solver-lab/ch04-compact-modeling-replacements/LICENSE-CODE.txt"",""o018-open-solver-lab/ch04-compact-modeling-replacements/verification-receipt.json""]","[""concept.open-source-solver"",""concept.reproducible-computation""]",pass,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution,id-ID,2,unit.o018.lab.ch04-compact-modeling-replacements,,locally authored primary derivative content with explicit source-adaptation relation,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,3561,808933db5bdac1066f5efbdb2e0f5da8d1c70a1fbd73c544c2f7a27c9ff34852,,,,,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,,,"[1,5,2]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution""]",source_frozen,attribution
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution.heading-001,id-ID,1,unit.o018.lab.ch04.attribution,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,03dc071d7418b1118ee89532ac9af8cea39cafb42b19638113ad47448fe2fb91,,,1,1,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,Atribusi dan hak komponen,,"[1,5,2,1]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution"",""unit.o018.lab.ch04.attribution.heading-001""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution.heading-002,id-ID,2,unit.o018.lab.ch04.attribution.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,3360c84e6b18898f47be92320248fc96657c28f355a6fd8c038d38028a13b6e4,,,3,3,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,"Soal, prosa, dan data adaptasi",,"[1,5,2,1,2]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution"",""unit.o018.lab.ch04.attribution.heading-001"",""unit.o018.lab.ch04.attribution.heading-002""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution.heading-003,id-ID,3,unit.o018.lab.ch04.attribution.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,ed9178ff7a813fa34b92a644442c5ea5644f297800df6b927e3b2644fba71868,,,41,41,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,Kode laboratorium,,"[1,5,2,1,3]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution"",""unit.o018.lab.ch04.attribution.heading-001"",""unit.o018.lab.ch04.attribution.heading-003""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution.heading-004,id-ID,4,unit.o018.lab.ch04.attribution.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,023bdd58994f1c92a5de7f55f0976d362e5065fec3981230b63cb67d3fceedb7,,,48,48,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,Pemisahan dari perangkat lunak lain,,"[1,5,2,1,4]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution"",""unit.o018.lab.ch04.attribution.heading-001"",""unit.o018.lab.ch04.attribution.heading-004""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution.heading-005,id-ID,5,unit.o018.lab.ch04.attribution.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,4b673cbb4ba90257ae45663d3594acca57e61f17b2211a0c9fbc08002cd3880c,,,55,55,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,Runtime pihak ketiga yang dibekukan,,"[1,5,2,1,5]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution"",""unit.o018.lab.ch04.attribution.heading-001"",""unit.o018.lab.ch04.attribution.heading-005""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.attribution.heading-006,id-ID,6,unit.o018.lab.ch04.attribution.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,80e100e6891a08acb5b4b7d2e0a45adbbfc0063bcf21e79ddd8d422ea7d08a40,,,67,67,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,source_frozen,,,,,,,,,,,,Catatan koreksi,,"[1,5,2,1,6]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.attribution"",""unit.o018.lab.ch04.attribution.heading-001"",""unit.o018.lab.ch04.attribution.heading-006""]",source_frozen,section
,,,,"[""concept.multi-period-investment"",""concept.open-source-solver""]",,"[""decision-variable domain"",""idle-cash carry-forward"",""opportunity repetition"",""payment timing""]",edition.o018.id-id.draft,unit.o018.lab.ch04.investment-multi-period,id-ID,12,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,ex:multi-period-capital-investment,,,,,design_unresolved,,,,,,,,,,,,,Investasi modal multiperiodik,"[1,5,12]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.investment-multi-period""]",source_frozen,design_unresolved_lab
,,,,"[""concept.network-flow"",""concept.flow-balance-sign-convention"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.min-cost-flow-unstructured,id-ID,8,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,,,,,,verified,,,,,,,,,,,,,Aliran biaya minimum tak terstruktur,"[1,5,8]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.min-cost-flow-unstructured""]",source_frozen,computational_witness
,,,,"[""concept.network-flow"",""concept.flow-conservation"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.min-cost-flow-warehouses,id-ID,7,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,ex:min-cost-flow-warehouses,,,,,verified,,,,,,,,,,,,,Aliran biaya minimum gudang-ke-toko,"[1,5,7]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.min-cost-flow-warehouses""]",source_frozen,computational_lab
,,,,"[""concept.multicommodity-flow"",""concept.linear-programming"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.multicommodity-fractional,id-ID,11,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,,,,,,verified,,,,,,,,,,,,,Aliran multikomoditas pecahan sumber-tujuan,"[1,5,11]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.multicommodity-fractional""]",source_frozen,computational_lab
,,,,"[""concept.multicommodity-flow"",""concept.integer-linear-programming"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.multicommodity-integer,id-ID,10,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,ex:multicommodity-network-flow,,,,,verified,,,,,,,,,,,,,Aliran multikomoditas bilangan bulat,"[1,5,10]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.multicommodity-integer""]",source_frozen,computational_lab
,,,,"[""concept.production-planning"",""concept.inventory-balance"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.production-10period,id-ID,1,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,ex:production-10period,,,,,verified,,,,,,,,,,,,,Perencanaan produksi sepuluh periode,"[1,5,1]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.production-10period""]",source_frozen,computational_lab
,,,,"[""concept.production-planning"",""concept.inventory-balance"",""concept.open-source-solver""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.production-overtime,id-ID,2,unit.o018.lab.ch04-compact-modeling-replacements,,,2026-08-23T00:00:00+02:00,"[""regular_capacity[1..10]"",""overtime_capacity[1..10]""]",resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,,,,,,,,,,,parameter_required,,,,,,,,,,,,,Perencanaan produksi dengan lembur,"[1,5,2]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.production-overtime""]",source_frozen,parameter_required_lab
,,"[""asset.o018.ch04.data"",""asset.o018.ch04.expected-results"",""asset.o018.ch04.license-code"",""asset.o018.ch04.model"",""asset.o018.ch04.results"",""asset.o018.ch04.runner"",""asset.o018.ch04.tests"",""asset.o018.ch04.verification-receipt"",""asset.o018.ch04.verification-log"",""dependency.pyomo"",""dependency.highs"",""dependency.numpy""]","[""o018-open-solver-lab/ch04-compact-modeling-replacements/data.json"",""o018-open-solver-lab/ch04-compact-modeling-replacements/expected-results.json"",""o018-open-solver-lab/ch04-compact-modeling-replacements/model.py"",""o018-open-solver-lab/ch04-compact-modeling-replacements/results.json"",""o018-open-solver-lab/ch04-compact-modeling-replacements/run_lab.py"",""o018-open-solver-lab/ch04-compact-modeling-replacements/test_models.py""]","[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",pass,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme,id-ID,1,unit.o018.lab.ch04-compact-modeling-replacements,"[""concept.linear-programming"",""concept.integer-linear-programming""]",locally authored primary derivative content with explicit source-adaptation relation,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,5967,3c9ec808ffb99edc83f87288fbd2ddb04935a789dc2ee17e03ee443163e2c369,,,,,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,,,"[1,5,1]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme""]",source_frozen,laboratory_guide
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme.heading-001,id-ID,1,unit.o018.lab.ch04.readme,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,f2b71cb3b9cde23c69b9ec939fb8d5bcb70f9e692daa84d9aafb3f199bc53ad3,,,1,1,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,Pendamping terbuka Bab 4: pemodelan ringkas,,"[1,5,1,1]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme"",""unit.o018.lab.ch04.readme.heading-001""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme.heading-002,id-ID,2,unit.o018.lab.ch04.readme.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,63b71307503deb121c03f1b147205bbdac988bb6186548abbbcd572647da9960,,,8,8,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,Cakupan dan hasil acuan,,"[1,5,1,1,2]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme"",""unit.o018.lab.ch04.readme.heading-001"",""unit.o018.lab.ch04.readme.heading-002""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme.heading-003,id-ID,3,unit.o018.lab.ch04.readme.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,b380688ef63a4d37235abafe6ca8bc7a5bc8d2ae69d360e7e321b41644454b27,,,36,36,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,Dua konvensi tanda yang tidak boleh dicampur,,"[1,5,1,1,3]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme"",""unit.o018.lab.ch04.readme.heading-001"",""unit.o018.lab.ch04.readme.heading-003""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme.heading-004,id-ID,4,unit.o018.lab.ch04.readme.heading-001,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,2de1d8b31e6706173b602d4349a415f2308291bf1855b52e9d9ae9fe99ffa2e5,,,49,49,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,Kasus yang sengaja gagal tertutup,,"[1,5,1,1,4]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme"",""unit.o018.lab.ch04.readme.heading-001"",""unit.o018.lab.ch04.readme.heading-004""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme.heading-005,id-ID,5,unit.o018.lab.ch04.readme.heading-004,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,1ea3a7914ff5e4880ab9ffff0e7c48bef1da7ec3d7edeffde210550bcb5d0cde,,,51,51,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,Produksi dengan lembur,,"[1,5,1,1,4,5]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme"",""unit.o018.lab.ch04.readme.heading-001"",""unit.o018.lab.ch04.readme.heading-004"",""unit.o018.lab.ch04.readme.heading-005""]",source_frozen,section
,,,,"[""concept.open-source-solver"",""concept.reproducible-computation"",""concept.compact-indexed-modeling"",""concept.production-planning"",""concept.assignment-model"",""concept.network-flow"",""concept.maximum-flow"",""concept.multicommodity-flow"",""concept.multi-period-investment""]",,,edition.o018.id-id.draft,unit.o018.lab.ch04.readme.heading-006,id-ID,6,unit.o018.lab.ch04.readme.heading-004,,,2026-08-23T00:00:00+02:00,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,interlanguage.unit,0.1.0,,,c278e3cea4de3175cfb9270b935b77c5190349dcf35431bee8d5ffcdb9548fef,,,60,60,,id-ID,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,source_frozen,,,,,,,,,,,,Investasi multiperiodik,,"[1,5,1,1,4,6]","[""unit.o018.lab"",""unit.o018.lab.ch04-compact-modeling-replacements"",""unit.o018.lab.ch04.readme"",""unit.o018.lab.ch04.readme.heading-001"",""unit.o018.lab.ch04.readme.heading-004"",""unit.o018.lab.ch04.readme.heading-006""]",source_frozen,section
